,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_desc,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count.1,start,end,event,two_year_recid,length_of_stay,length_of_stay.1,length_of_stay.2
5849,1,2,1,0,2,0,0,1,22,1,0,1,32,0,0,2,0,0,2,0,1,0,5,1,1,0,0,0
5727,0,3,1,0,1,0,0,0,22,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5850,1,3,0,0,2,0,0,7,22,1,0,1,18,0,0,2,0,0,1,0,7,0,5,1,1,0,0,0
5857,0,3,0,0,2,0,0,1,22,1,0,1,28,0,0,2,0,0,2,0,1,0,12,1,1,0,0,0
5717,1,2,0,0,7,0,1,0,22,1,1,1,13,1,0,7,1,0,8,2,0,0,13,1,1,0,0,0
5710,1,2,0,0,9,0,0,4,22,1,0,1,8,1,0,9,2,0,6,1,4,0,26,1,1,0,0,0
5854,0,2,0,0,4,0,0,1,22,1,0,1,48,1,0,4,0,0,5,1,1,0,15,0,1,0,2,0
5856,0,2,0,0,6,0,0,2,22,1,1,1,6,0,0,6,1,0,5,1,2,0,0,1,1,0,18,4
5706,0,3,0,1,9,0,0,17,22,1,0,1,29,0,0,9,2,0,7,1,17,0,14,0,1,0,9,0
5695,0,3,0,0,9,0,0,12,22,1,0,1,8,0,0,9,2,0,9,2,12,0,17,1,1,0,4,0
5685,0,3,0,0,6,0,0,7,22,1,0,1,8,0,0,6,1,0,3,0,7,0,64,1,1,0,0,0
5740,0,6,1,0,3,0,0,1,22,1,0,1,5,0,0,3,0,0,3,0,1,0,1,1,1,0,1,0
4482,1,3,1,0,5,0,0,2,22,1,0,1,30,0,0,5,1,0,1,0,2,0,2,1,1,0,0,0
5745,0,3,0,0,1,0,0,0,22,1,1,1,13,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0
5833,1,2,0,0,6,0,0,5,22,1,0,1,62,0,0,6,1,0,4,0,5,0,35,1,1,0,0,0
5797,0,2,0,0,5,0,2,2,22,1,0,1,37,0,0,5,1,0,5,1,2,0,10,0,1,0,1,0
5801,0,3,0,0,3,0,0,0,22,1,0,1,54,0,0,3,0,0,1,0,0,0,11,1,1,0,2,0
5787,0,4,0,0,3,0,0,2,22,1,1,1,2,1,0,3,0,0,3,0,2,0,14,0,0,0,0,0
5785,1,2,0,0,3,0,0,0,22,1,1,1,2,1,0,3,0,0,3,0,0,0,92,1,0,0,0,0
5804,0,3,0,0,7,1,0,19,22,1,0,1,5,1,0,7,1,0,2,0,19,0,25,0,1,0,0,0
5806,0,6,0,0,1,0,0,1,22,1,1,1,0,0,0,1,0,0,1,0,1,0,5,0,1,0,0,0
5777,1,4,1,0,4,0,0,9,22,1,1,1,97,0,0,4,0,0,1,0,9,0,0,1,1,0,0,0
5807,1,3,0,0,5,0,0,3,22,1,0,1,5,0,0,5,1,0,3,0,3,0,24,0,1,0,0,0
5809,1,2,0,0,5,0,0,3,10,1,1,1,150,0,0,5,1,0,4,0,3,0,29,1,1,0,0,0
5815,1,2,0,0,4,0,0,0,22,1,0,1,94,1,0,4,0,0,2,0,0,0,40,1,1,0,0,0
5772,1,4,1,0,2,0,0,0,22,1,0,1,10,0,0,2,0,0,1,0,0,0,9,0,1,0,0,0
5824,0,2,0,0,4,0,0,0,22,1,0,1,32,0,0,4,0,0,6,1,0,0,24,1,1,0,0,0
5829,0,4,0,0,10,0,0,0,22,1,0,1,184,1,0,10,2,0,9,2,0,0,7,1,1,0,5,1
5751,0,3,1,0,2,0,0,4,22,1,1,1,14,1,0,2,0,0,3,0,4,0,8,1,1,0,1,0
5832,0,2,0,0,8,1,0,1,22,1,0,1,5,0,0,8,2,0,10,2,1,0,8,0,1,0,18,1
5684,0,2,0,0,5,0,1,2,22,1,0,1,12,1,0,5,1,0,5,1,2,0,6,0,1,0,0,0
5683,0,2,0,0,4,0,0,1,22,1,0,1,17,0,0,4,0,0,5,1,1,0,3,1,1,0,2,0
5935,0,6,0,0,6,0,0,9,22,1,0,1,66,0,0,6,1,0,1,0,9,0,5,1,1,0,9,0
5927,0,3,1,0,5,0,0,5,22,1,0,1,75,1,0,5,1,0,4,0,5,0,32,0,1,0,0,0
5629,0,2,0,0,8,3,1,8,22,1,1,1,37,0,0,8,2,0,5,1,8,0,22,0,1,0,0,0
5626,0,2,1,0,5,0,1,5,20,1,0,1,2,1,0,5,1,0,6,1,5,0,56,1,1,0,0,0
5624,0,2,0,0,4,0,0,0,22,1,1,1,27,0,0,4,0,0,6,1,0,0,0,0,1,0,4,0
5620,0,4,1,0,6,0,0,0,22,1,0,1,39,0,0,6,1,0,4,0,0,0,3,0,1,0,1,0
5619,0,4,1,0,1,0,0,2,19,1,0,1,2,1,0,1,0,0,1,0,2,0,20,1,1,0,0,0
5618,0,2,0,0,5,0,3,4,22,1,0,1,9,0,0,5,1,0,6,1,4,0,2,1,1,0,4,0
5921,0,4,0,0,1,0,0,3,22,1,1,1,17,0,0,1,0,0,1,0,3,0,11,1,1,0,0,0
5613,0,5,0,0,1,0,0,8,22,1,0,1,65,0,0,1,0,0,1,0,8,0,14,0,1,0,0,0
5680,0,3,1,0,6,0,0,0,22,1,0,1,249,0,0,6,1,0,3,0,0,0,16,1,1,0,0,0
5612,0,3,0,0,4,0,0,0,22,1,0,1,29,0,0,4,0,0,2,0,0,0,17,1,1,0,0,1
5928,0,2,0,0,7,0,0,1,22,1,0,1,18,0,0,7,1,0,5,1,1,0,10,1,1,0,1,0
5608,0,3,0,1,9,2,2,22,20,1,1,1,135,1,0,9,2,0,9,2,22,0,7,0,1,0,3,0
5933,0,2,0,0,7,0,1,6,22,1,1,1,75,1,0,7,1,0,7,1,6,0,26,1,1,0,2,0
5606,0,2,1,0,1,0,0,0,22,1,1,1,13,1,0,1,0,0,2,0,0,0,9,1,1,0,0,0
5605,0,2,0,0,10,1,0,1,22,1,0,1,10,0,0,10,2,0,8,2,1,0,0,1,1,0,0,0
5603,0,5,0,0,4,0,0,0,22,1,0,1,37,0,0,4,0,0,2,0,0,0,12,1,1,0,5,1
5912,0,3,1,0,5,1,0,4,22,1,1,1,97,0,0,5,1,0,2,0,4,0,1,1,1,0,0,0
5902,0,2,0,0,10,0,3,0,22,1,0,1,12,1,0,10,2,0,9,2,0,0,28,1,1,0,1,0
5901,1,4,1,0,1,0,0,0,22,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0
5638,0,2,0,0,7,2,2,4,22,1,0,1,39,0,0,7,1,0,8,2,4,0,16,0,1,0,0,0
5678,0,5,1,0,1,0,0,1,22,1,0,1,248,1,0,1,0,0,1,0,1,0,43,1,1,0,2,0
5858,0,3,0,0,8,1,0,13,71,2,1,1,37,0,0,8,2,0,9,2,13,0,46,1,1,0,0,0
5866,0,2,1,0,4,1,1,3,22,1,1,1,56,0,0,4,0,0,5,1,3,0,49,1,1,0,0,0
5672,1,3,0,0,3,0,0,5,22,1,0,1,10,0,0,3,0,0,3,0,5,0,22,0,0,0,0,0
5666,0,3,0,0,8,0,0,9,22,1,0,1,9,1,0,8,2,0,6,1,9,0,9,1,1,0,0,0
5665,0,3,0,0,5,0,0,6,22,1,0,1,37,0,0,5,1,0,3,0,6,0,1,1,1,0,0,0
5876,0,2,0,0,7,0,0,1,30,1,1,1,5,0,0,7,1,0,4,0,1,0,10,1,1,0,0,0
5656,0,2,0,0,8,0,0,1,20,1,0,1,108,1,0,8,2,0,5,1,1,0,4,0,1,0,4,0
5879,0,2,0,0,9,1,0,1,22,1,0,1,9,1,0,9,2,0,9,2,1,0,18,1,1,0,7,1
5881,0,3,0,0,4,0,0,17,22,1,1,1,251,0,0,4,0,0,1,0,17,0,53,1,1,0,0,0
5648,0,2,0,0,4,0,0,7,22,1,0,1,65,0,0,4,0,0,3,0,7,0,19,1,1,0,0,0
5883,0,2,0,0,5,0,0,1,22,1,0,1,53,0,0,5,1,0,5,1,1,0,32,1,1,0,2,0
5644,0,2,0,0,7,0,0,0,22,1,0,1,246,0,0,7,1,0,7,1,0,0,1,1,1,0,3,0
5884,0,6,1,0,1,0,0,0,22,1,1,1,62,0,0,1,0,0,1,0,0,0,17,1,1,0,0,0
5891,0,2,1,0,4,0,0,2,19,1,1,1,53,0,0,4,0,0,6,1,2,0,59,1,1,0,0,0
5438,0,2,0,1,9,0,0,10,22,1,0,1,240,1,0,9,2,0,5,1,10,0,8,1,1,0,2,0
6127,0,2,1,0,2,0,0,1,22,1,0,1,30,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0
6128,0,2,0,0,10,0,0,1,25,1,0,1,18,0,0,10,2,0,8,2,1,0,3,1,1,0,0,0
6459,0,7,0,0,1,0,0,1,22,9,1,1,25,1,0,1,0,0,1,0,1,0,61,1,1,0,0,0
5229,0,2,1,8,10,2,0,11,22,1,0,1,7,0,0,10,2,0,9,2,11,0,36,0,1,0,0,0
5228,0,3,0,0,1,0,0,0,22,1,1,1,234,1,0,1,0,0,1,0,0,0,17,0,1,0,0,0
5225,0,2,1,0,5,0,0,3,22,1,0,1,9,0,0,5,1,0,3,0,3,0,4,1,1,0,2,0
5223,0,4,0,0,6,0,0,14,22,1,0,1,65,0,0,6,1,0,3,0,14,0,2,1,1,0,0,0
5222,0,3,0,4,10,0,0,12,22,1,0,1,5,0,0,10,2,0,7,1,12,0,31,1,1,0,23,29
6445,0,2,0,0,2,0,0,0,22,1,1,1,42,1,0,2,0,0,2,0,0,0,11,1,1,0,0,0
6446,0,2,1,0,4,0,0,1,22,1,1,1,9,1,0,4,0,0,4,0,1,0,20,1,1,0,0,0
5206,0,3,1,0,5,0,0,4,21,1,1,1,233,1,0,5,1,0,5,1,4,0,48,1,1,0,5,1
6477,0,2,1,0,5,0,3,1,22,1,0,1,235,0,0,5,1,0,5,1,1,0,19,1,1,0,0,0
5202,0,2,1,0,5,0,0,5,22,1,1,1,8,0,0,5,1,0,4,0,5,0,2,1,1,0,0,0
6460,0,2,0,0,10,2,2,2,22,1,0,1,65,0,0,10,2,0,7,1,2,0,5,0,1,0,0,0
5199,0,6,1,0,7,0,0,7,22,1,0,1,2,1,0,7,1,0,6,1,7,0,40,1,1,0,1,0
5196,0,2,0,0,8,0,0,10,22,1,0,1,18,0,0,8,2,0,8,2,10,0,13,1,1,0,1,0
6462,0,5,0,0,3,0,0,4,22,1,0,1,135,0,0,3,0,0,1,0,4,0,0,1,1,0,35,0
6471,0,4,0,0,3,0,0,6,22,1,0,1,37,0,0,3,0,0,4,0,6,0,80,1,0,0,0,0
6475,0,5,0,0,6,0,0,0,22,1,1,1,13,1,0,6,1,0,4,0,0,0,4,1,1,0,7,1
5230,0,3,1,0,8,0,0,8,18,1,0,1,43,0,0,8,2,0,2,0,8,0,34,1,1,0,0,0
5232,0,4,1,0,6,0,0,21,22,1,0,1,10,0,0,6,1,0,1,0,21,0,1,1,1,0,16,4
5236,1,2,0,0,4,0,0,0,22,1,0,1,12,0,0,4,0,0,5,1,0,0,51,1,1,0,0,0
5238,0,4,0,2,3,0,0,6,22,1,0,1,2,1,0,3,0,0,2,0,6,0,3,0,1,0,0,1
5259,0,4,0,0,3,0,0,7,22,1,1,1,4,0,0,3,0,0,2,0,7,0,83,1,0,0,0,0
6397,0,2,1,0,4,0,0,6,22,1,0,1,84,0,0,4,0,0,2,0,6,0,12,1,1,0,2,0
5258,0,2,0,0,5,0,0,3,22,1,0,1,152,0,0,5,1,0,3,0,3,0,1,1,1,0,0,0
6407,0,2,1,0,9,0,0,6,22,1,0,1,18,0,0,9,2,0,7,1,6,0,1,0,1,0,0,0
5255,0,4,1,0,7,0,0,10,22,1,0,1,235,0,0,7,1,0,5,1,10,0,3,1,1,0,3,0
6409,0,2,0,0,4,0,0,6,25,1,0,1,9,0,0,4,0,0,5,1,6,0,3,0,1,0,0,0
6416,0,2,0,0,2,0,0,2,22,1,0,1,18,0,0,2,0,0,2,0,2,0,10,0,1,0,0,0
5253,0,5,0,0,3,0,0,7,22,1,1,1,10,0,0,3,0,0,1,0,7,0,7,0,1,0,0,0
6420,0,5,0,0,2,0,0,2,22,1,1,1,2,1,0,2,0,0,1,0,2,0,47,1,1,0,0,0
6423,0,2,1,0,5,0,0,0,22,1,0,1,9,0,0,5,1,0,3,0,0,0,34,0,1,0,0,0
5243,0,3,0,0,2,0,0,8,21,1,0,1,62,0,0,2,0,0,2,0,8,0,14,1,1,0,0,0
6429,0,5,0,0,1,0,0,0,22,1,0,1,136,1,0,1,0,0,1,0,0,0,79,1,0,0,0,0
6433,1,2,0,0,9,0,0,5,22,1,0,1,32,0,0,9,2,0,5,1,5,0,11,1,1,0,0,0
6439,0,2,1,0,4,0,0,6,22,1,1,1,8,0,0,4,0,0,3,0,6,0,3,0,1,0,0,0
5239,0,2,0,0,7,0,0,3,20,1,0,1,49,1,0,7,1,0,9,2,3,0,26,1,1,0,7,1
6476,0,3,0,0,1,1,0,3,22,1,0,1,10,0,0,1,0,0,2,0,3,0,20,1,1,0,0,0
5187,0,2,0,1,9,2,0,5,22,1,0,1,53,0,0,9,2,0,9,2,5,0,8,1,1,0,1,0
6130,0,4,0,0,4,0,0,5,22,1,0,1,257,0,0,4,0,0,3,0,5,0,1,1,1,0,6,1
5129,1,5,1,0,7,0,0,0,22,1,0,1,30,0,0,7,1,0,5,1,0,0,18,1,1,0,0,0
6520,1,3,0,0,9,0,0,15,22,1,0,1,37,0,0,9,2,0,7,1,15,0,6,0,1,0,0,0
6521,0,2,0,0,3,0,0,1,25,1,0,1,7,0,0,3,0,0,4,0,1,0,3,1,1,0,0,0
5139,1,4,1,0,9,0,0,0,22,1,0,1,34,0,0,9,2,0,2,0,0,0,8,1,1,0,21,5
5137,0,3,0,0,2,0,0,4,22,1,1,1,25,1,0,2,0,0,2,0,4,0,46,1,1,0,0,0
6523,0,4,1,0,1,0,0,0,22,1,0,1,28,0,0,1,0,0,1,0,0,0,43,1,1,0,0,0
5133,1,4,1,0,6,0,0,4,22,1,1,1,106,0,0,6,1,0,3,0,4,0,0,0,1,0,0,0
5131,0,2,0,0,10,5,1,27,22,1,1,1,8,1,0,10,2,0,9,2,27,0,7,0,1,0,2,3
6524,0,2,1,0,2,0,0,0,22,1,0,1,17,0,0,2,0,0,3,0,0,0,15,1,1,0,0,0
6478,0,5,0,0,3,0,0,4,18,1,1,1,174,1,0,3,0,0,1,0,4,0,14,1,1,0,2,0
5126,0,3,1,0,3,0,0,3,22,1,1,1,176,0,0,3,0,0,2,0,3,0,83,1,0,0,0,0
6538,0,4,1,0,5,0,0,5,22,1,0,1,116,0,0,5,1,0,3,0,5,0,11,0,1,0,0,0
6546,0,2,0,0,6,0,0,1,22,1,0,1,21,0,0,6,1,0,6,1,1,0,41,1,1,0,0,0
6555,0,2,0,0,4,0,0,0,22,1,1,1,9,1,0,4,0,0,7,1,0,0,71,1,0,0,0,0
6557,0,2,1,0,10,0,0,0,22,1,1,1,2,1,0,10,2,0,9,2,0,0,42,1,1,0,0,0
6560,0,2,0,0,7,0,0,9,22,1,0,1,62,1,0,7,1,0,4,0,9,0,8,1,1,0,0,0
5120,0,3,0,0,8,0,0,2,22,1,0,1,65,1,0,8,2,0,4,0,2,0,6,1,1,0,0,0
5146,0,2,0,0,3,0,0,0,22,1,1,1,7,0,0,3,0,0,5,1,0,0,3,1,1,0,0,0
5155,0,2,1,0,5,0,0,3,18,1,1,1,62,0,0,5,1,0,2,0,3,0,41,0,1,0,0,0
5157,1,2,1,0,7,0,0,0,22,1,0,1,5,0,0,7,1,0,6,1,0,0,21,0,1,0,0,0
6516,0,2,0,0,5,0,0,5,22,1,0,1,32,0,0,5,1,0,2,0,5,0,1,1,1,0,0,0
6481,0,2,0,0,4,0,0,7,22,1,0,1,8,0,0,4,0,0,5,1,7,0,9,1,1,0,0,0
6487,0,2,0,0,2,0,0,1,22,1,0,1,34,0,0,2,0,0,3,0,1,0,7,0,0,0,1,0
5178,1,2,1,0,5,0,0,0,22,1,1,1,79,0,0,5,1,0,3,0,0,0,26,1,1,0,0,0
5174,0,5,0,0,1,0,0,8,22,1,1,1,116,0,0,1,0,0,1,0,8,0,43,1,1,0,0,0
5172,0,3,1,0,3,0,0,0,22,1,0,1,232,0,0,3,0,0,5,1,0,0,26,1,1,0,0,29
6495,0,2,0,0,9,0,1,5,22,1,0,1,9,0,0,9,2,0,9,2,5,0,5,1,1,0,9,2
6500,0,2,0,0,9,1,0,11,22,1,0,1,7,0,0,9,2,0,8,2,11,0,24,1,1,0,0,0
6508,1,5,1,0,3,0,0,0,22,1,1,1,2,1,0,3,0,0,1,0,0,0,2,1,1,0,0,0
5170,0,4,1,0,2,0,0,3,67,1,0,1,59,0,0,2,0,0,1,0,3,0,55,0,0,0,0,0
6511,0,2,0,1,5,0,0,4,22,1,0,1,29,1,0,5,1,0,3,0,4,0,6,1,1,0,0,0
5167,0,2,1,0,2,0,0,1,22,1,0,1,18,0,0,2,0,0,3,0,1,0,17,1,1,0,0,0
5166,0,1,0,0,4,0,0,1,22,1,0,1,2,1,0,4,0,0,7,1,1,0,13,1,1,0,0,0
6512,0,2,1,0,3,0,0,0,22,1,0,1,0,0,0,3,0,0,3,0,0,0,31,1,1,0,0,0
6515,0,2,0,2,10,0,0,14,22,1,0,1,262,0,0,10,2,0,10,2,14,0,4,0,1,0,3,0
5790,0,2,0,5,10,1,0,10,22,1,0,1,10,1,0,10,2,0,9,2,10,0,2,1,1,0,8,2
6394,0,2,0,0,4,0,0,3,22,1,0,1,42,1,0,4,0,0,3,0,3,0,43,1,1,0,0,0
5261,0,4,0,0,1,0,0,1,22,1,0,1,37,0,0,1,0,0,1,0,1,0,23,1,1,0,0,0
5263,1,2,1,0,10,0,0,0,22,1,0,1,2,1,0,10,2,0,9,2,0,0,2,1,1,0,0,0
6192,0,3,0,0,9,0,0,5,22,3,1,1,37,0,0,9,2,0,3,0,5,0,8,1,1,0,3,0
5362,0,2,0,0,2,0,0,0,22,1,0,1,21,0,0,2,0,0,2,0,0,0,21,1,1,0,2,0
6174,0,3,0,0,9,0,0,16,22,1,0,1,21,0,0,9,2,0,2,0,16,0,1,0,1,0,0,0
5361,0,3,1,0,2,0,0,0,22,1,1,1,8,0,0,2,0,0,2,0,0,0,68,1,0,0,0,0
5357,0,2,0,0,5,0,0,0,22,1,1,1,9,1,0,5,1,0,5,1,0,0,15,1,1,0,0,0
6179,0,4,0,0,3,0,0,0,22,1,0,1,71,0,0,3,0,0,1,0,0,0,22,0,1,0,0,0
6187,0,2,0,0,7,0,0,11,22,1,0,1,54,0,0,7,1,0,5,1,11,0,3,0,1,0,0,0
6190,0,2,0,0,6,0,0,2,22,1,0,1,258,0,0,6,1,0,4,0,2,0,10,1,1,0,11,2
6199,0,2,0,0,7,0,0,4,22,1,0,1,32,0,0,7,1,0,6,1,4,0,50,1,1,0,0,0
6377,0,2,0,0,4,0,0,0,22,1,0,1,95,0,0,4,0,0,7,1,0,0,0,1,1,0,0,0
5339,0,3,0,3,10,0,0,16,22,1,0,1,5,0,0,10,2,0,8,2,16,0,5,0,1,0,0,0
6201,0,2,0,0,3,0,0,0,22,1,1,1,108,0,0,3,0,0,5,1,0,0,22,0,1,0,0,0
6209,0,2,0,0,7,0,0,0,22,1,0,1,155,0,0,7,1,0,8,2,0,0,3,1,1,0,0,0
5335,1,5,0,0,2,0,0,1,23,1,0,1,237,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0
5334,0,2,1,0,7,0,0,0,22,1,1,1,5,0,0,7,1,0,5,1,0,0,3,1,1,0,2,1
6216,0,2,0,0,5,0,0,0,22,1,0,1,8,1,0,5,1,0,7,1,0,0,14,1,1,0,0,0
6217,0,2,1,0,4,0,0,0,22,1,1,1,9,0,0,4,0,0,7,1,0,0,14,1,1,0,0,0
5364,0,2,0,0,2,0,0,1,22,1,0,1,12,0,0,2,0,0,3,0,1,0,46,0,0,0,0,0
5365,0,2,1,0,4,0,0,0,22,1,1,1,13,0,0,4,0,0,6,1,0,0,4,1,1,0,0,0
6166,0,4,0,0,3,0,0,3,24,1,1,1,62,0,0,3,0,0,2,0,3,0,1,0,1,0,1,0
5368,0,3,1,0,2,0,0,4,22,1,0,1,55,0,0,2,0,0,1,0,4,0,17,1,1,0,0,0
6139,0,3,0,3,7,1,0,9,22,1,0,1,9,0,0,7,1,0,6,1,9,0,3,0,1,0,0,0
6143,0,4,0,4,10,0,0,22,22,1,0,1,18,0,0,10,2,0,5,1,22,0,1,1,1,0,0,0
5427,0,2,0,0,7,0,0,3,99,2,0,1,21,0,0,7,1,0,4,0,3,0,82,1,0,0,0,0
5425,0,3,0,0,3,0,0,1,22,1,0,1,32,0,0,3,0,0,3,0,1,0,10,0,1,0,0,0
5419,0,2,0,0,7,0,0,6,22,1,0,1,42,1,0,7,1,0,6,1,6,0,52,1,1,0,0,0
5417,0,2,0,0,3,0,0,11,22,1,0,1,17,0,0,3,0,0,4,0,11,0,3,0,1,0,3,0
6152,1,2,1,0,9,0,0,2,23,1,0,1,9,1,0,9,2,0,7,1,2,0,1,0,1,0,0,0
5402,1,2,0,0,6,0,0,6,22,1,0,1,32,1,0,6,1,0,5,1,6,0,0,1,1,0,3,0
6157,0,5,0,0,1,0,0,8,22,1,0,1,225,0,0,1,0,0,1,0,8,0,16,1,1,0,0,0
6161,0,5,1,0,5,0,0,1,22,1,1,1,136,1,0,5,1,0,5,1,1,0,71,1,0,0,0,0
5395,0,2,1,0,5,0,0,0,22,1,0,1,53,0,0,5,1,0,5,1,0,0,8,0,1,0,0,0
6164,0,2,0,0,1,0,0,0,22,1,0,1,17,0,0,1,0,0,2,0,0,0,37,1,1,0,1,0
5379,0,2,1,0,9,0,0,2,75,1,1,1,54,0,0,9,2,0,8,2,2,0,64,1,1,0,0,0
5377,0,5,1,0,5,0,0,8,22,1,0,1,10,0,0,5,1,0,2,0,8,0,15,1,1,0,5,1
5373,0,2,0,0,4,0,0,6,22,1,0,1,8,0,0,4,0,0,4,0,6,0,5,1,1,0,0,63
5330,0,2,0,0,9,0,1,5,22,1,0,1,80,1,0,9,2,0,5,1,5,0,23,1,1,0,10,2
6222,0,2,0,0,7,1,0,2,22,1,0,1,2,1,0,7,1,0,8,2,2,0,24,1,1,0,0,0
6229,0,2,0,0,7,0,0,9,22,1,0,1,93,1,0,7,1,0,6,1,9,0,4,1,1,0,2,0
6309,1,2,0,0,10,0,0,2,21,1,0,1,53,0,0,10,2,0,8,2,2,0,3,1,1,0,3,0
5293,0,2,0,1,9,0,0,2,22,1,0,1,9,0,0,9,2,0,10,2,2,0,26,1,1,0,0,0
5290,0,2,1,0,3,0,0,2,22,1,0,1,17,0,0,3,0,0,4,0,2,0,28,1,1,0,0,0
5289,0,2,0,0,2,0,0,4,22,1,1,1,21,0,0,2,0,0,2,0,4,0,27,1,1,0,0,0
6334,1,3,1,0,3,0,0,3,22,1,0,1,10,0,0,3,0,0,1,0,3,0,45,1,1,0,0,0
6336,0,2,1,0,4,0,0,1,22,1,0,1,10,0,0,4,0,0,5,1,1,0,0,1,1,0,0,0
5280,1,2,0,0,8,0,0,2,31,1,1,1,37,1,0,8,2,0,6,1,2,0,4,1,1,0,0,0
6355,1,2,0,0,3,0,0,0,22,1,0,1,2,1,0,3,0,0,3,0,0,0,33,1,1,0,0,0
5275,0,2,0,0,10,0,1,13,22,1,0,1,21,0,0,10,2,0,10,2,13,0,43,1,1,0,1,0
6359,0,3,0,0,2,0,0,6,22,1,0,1,37,0,0,2,0,0,1,0,6,0,3,1,1,0,0,0
5274,0,2,1,0,9,0,0,6,22,1,0,1,127,1,0,9,2,0,6,1,6,0,13,1,1,0,15,3
5272,0,2,0,0,4,0,1,6,22,1,0,1,65,0,0,4,0,0,5,1,6,0,37,1,1,0,0,0
6362,0,2,0,0,4,0,0,2,22,1,0,1,21,0,0,4,0,0,3,0,2,0,6,1,1,0,0,0
5267,0,3,0,0,9,1,0,5,22,1,1,1,2,1,0,9,2,0,3,0,5,0,17,1,1,0,0,0
6364,0,2,0,0,10,0,0,8,22,1,0,1,53,0,0,10,2,0,6,1,8,0,6,0,1,0,0,0
6367,0,3,1,0,3,0,0,0,26,1,0,1,17,0,0,3,0,0,3,0,0,0,4,0,1,0,0,0
6317,0,3,0,0,10,2,2,13,22,1,0,1,259,0,0,10,2,0,9,2,13,0,6,1,1,0,0,0
6308,1,2,1,0,4,0,0,1,19,1,0,1,38,0,0,4,0,0,2,0,1,0,9,1,1,0,0,0
5324,0,2,0,0,5,0,0,2,22,1,0,1,66,0,0,5,1,0,3,0,2,0,33,1,0,0,10,0
5302,0,3,1,0,2,0,0,1,22,1,0,1,41,0,0,2,0,0,1,0,1,0,12,1,1,0,4,1
6238,0,3,0,0,5,0,0,2,22,1,0,1,10,0,0,5,1,0,3,0,2,0,5,1,1,0,1,0
5319,0,2,0,2,8,0,0,7,22,1,1,1,236,0,0,8,2,0,7,1,7,0,2,1,1,0,0,0
6240,1,2,1,0,8,0,0,1,32,1,0,1,11,0,0,8,2,0,9,2,1,0,11,0,0,0,0,0
6243,0,3,0,0,8,0,0,6,22,1,0,1,8,1,0,8,2,0,5,1,6,0,16,1,1,0,0,0
6245,0,2,0,0,9,0,0,5,22,1,0,1,9,0,0,9,2,0,9,2,5,0,2,0,1,0,38,0
6247,0,4,0,0,6,0,0,29,22,1,0,1,30,0,0,6,1,0,1,0,29,0,0,1,1,0,0,0
6253,0,2,0,0,2,0,0,3,22,1,0,1,8,0,0,2,0,0,2,0,3,0,43,1,1,0,0,0
6254,0,2,0,0,5,0,1,1,22,1,0,1,9,0,0,5,1,0,4,0,1,0,10,0,1,0,0,0
6270,0,2,1,0,8,0,0,1,22,1,0,1,8,0,0,8,2,0,5,1,1,0,14,1,1,0,1,0
5313,0,6,0,0,1,0,0,1,22,1,0,1,84,0,0,1,0,0,1,0,1,0,3,0,1,0,1,0
5310,0,3,0,0,3,0,0,5,22,1,1,1,5,0,0,3,0,0,2,0,5,0,8,1,1,0,1,0
6288,0,2,0,0,10,0,1,1,31,2,0,1,81,0,0,10,2,0,6,1,1,0,11,1,1,0,0,0
6291,1,3,0,0,1,0,0,9,22,1,0,1,32,0,0,1,0,0,1,0,9,0,6,1,1,0,0,0
5303,0,4,0,0,1,0,0,0,22,1,0,1,30,0,0,1,0,0,1,0,0,0,39,1,1,0,0,0
6300,0,2,0,0,4,0,0,4,22,1,0,1,18,0,0,4,0,0,2,0,4,0,9,1,1,0,0,0
4483,0,4,0,0,3,0,0,8,22,1,0,1,71,0,0,3,0,0,3,0,8,0,23,1,1,0,0,0
2,0,2,0,0,4,0,1,4,22,1,0,1,0,0,0,4,0,0,3,0,4,0,5,0,1,0,0,0
4480,0,2,1,0,3,0,0,0,22,1,0,1,2,1,0,3,0,0,5,1,0,0,6,1,1,0,0,0
1394,0,3,0,0,10,2,1,19,22,1,0,1,32,0,0,10,2,0,6,1,19,0,24,1,1,0,0,0
1440,0,4,0,0,6,0,0,9,22,1,0,1,5,0,0,6,1,0,5,1,9,0,33,1,1,0,0,0
1431,1,2,1,0,3,0,0,6,22,1,0,1,32,0,0,3,0,0,3,0,6,0,15,1,1,0,0,0
1423,0,3,0,0,2,0,0,1,22,1,0,1,9,1,0,2,0,0,1,0,1,0,7,0,1,0,2,0
1420,0,4,1,0,3,0,0,1,22,1,1,1,126,1,0,3,0,0,2,0,1,0,12,1,1,0,0,0
1414,0,5,0,0,1,0,0,0,22,1,1,1,13,1,0,1,0,0,1,0,0,0,13,1,1,0,0,0
1409,1,2,0,0,3,0,0,1,21,1,1,1,5,0,0,3,0,0,4,0,1,0,23,1,1,0,1,0
